cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	GNPSLibraryURL	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
112	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	389.2702	1.5949
113	"Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Fruit,Pellets,Plants,Meat"	Food	NA	NA	NA	NA	NA	310.1509	0.6093
114	"omnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Chimp,Coati,Fruit,Pellets,Capuchin,Lemur,Bear,Mandrill,Plants,Meat"	"Feces,Food"	Fructose	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000479619	0.0147095	0.9726	82.1437	179.0553	0.5946
115	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,QC,Elephant,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	217.0293	0.5695
116	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Lion,Blank,Coati,Wolf,Fruit,Pellets,Leopard,Capuchin,Bear,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	410.2894	1.153
117	"Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Fruit,Pellets,Plants,Meat"	Food	NA	NA	NA	NA	NA	547.387	0.9256
118	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	312.2087	1.7301
119	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Lion,Blank,Chimp,Coati,Wolf,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Mandrill,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	198.0742	0.6093
120	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	346.1792	1.7443
121	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	291.0076	0.6126
122	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	373.1983	1.7472
123	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Coati,Wolf,QC,Fruit,Pellets,Leopard,Capuchin,Tiger,Bear,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	521.2208	1.144
124	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	373.0106	0.6116
125	"herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Sheep,Wolf,Fruit,Pellets,Goat,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	553.3353	0.6315
126	"carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Fruit,Pellets,Tiger,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	300.193	0.6297
127	"carnivores,Fruit,Plants,Pellets,Straw,Meat"	"Straw,Fruit,Pellets,Tiger,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	316.1668	0.6254
128	"carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Lion,Blank,Fruit,Pellets,Tiger,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	555.3526	0.9178
129	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Zebra,Straw,Blank,Sheep,Coati,Rhino,Donkey,Wolf,Hyena,Fruit,Pellets,Lemur,Bear,Mandrill,Plants,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	329.2164	0.9342
130	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Bear,Mandrill,Plants,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	696.408	4.5306
131	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	116.0704	0.6008
132	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	183.1747	1.717
133	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	623.5742	10.1293
134	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	303.2332	3.9022
135	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	537.0169	0.6111
136	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Zebra,Straw,Blank,Sheep,Chimp,Rhino,Wolf,Hyena,Fruit,Pellets,Goat,Mandrill,Plants,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	765.5678	5.482
137	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	113.0231	0.628
138	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Coati,Rhino,Donkey,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Wash,Lemur,Bear,Plants,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	626.5476	10.1228
139	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Tiger,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	696.4081	4.3855
140	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	761.5822	7.4355
141	"omnivores,herbivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Blank,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Fruit,Pellets,Mandrill,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	179.0706	0.9145
142	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	378.2056	1.7026
143	"Plants,Pellets,Straw,Meat"	"Straw,Pellets,Plants,Meat"	Food	NA	NA	NA	NA	NA	340.2241	0.6336
144	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	405.2245	1.6964
145	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Sheep,Chimp,Coati,Wolf,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Bear,Plants,CarnivorousCat,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	187.1081	0.5963
146	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	595.5431	9.0468
147	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Fruit,Pellets,Leopard,Capuchin,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	915.5991	6.7463
148	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Chimp,Wolf,Hyena,Fruit,Pellets,Leopard,Tiger,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	201.1238	0.5936
149	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	348.1762	1.7435
150	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	314.9788	0.6344
151	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	XYLITOL	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000578372	0.000808716	0.985314	5.35357	151.0602	0.5992
152	"omnivores,Wash,herbivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Coati,Donkey,Fruit,Pellets,Capuchin,Wash,Lemur,Bear,Plants,Meat"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	598.5165	9.0394
153	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Bear,Mandrill,Plants,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	669.3895	4.5459
154	"Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Fruit,Pellets,Plants,Meat"	Food	NA	NA	NA	NA	NA	563.3818	0.7366
155	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	Spectral_Match_to_1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_from_NIST14	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003136033	0.000305176	0.9791	0.635373	480.3097	3.7342
156	"omnivores,herbivores,Plants,Straw,Meat,QC"	"Zebra,Straw,Sheep,Chimp,Rhino,QC,Elephant,Plants,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	301.1194	0.6461
157	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	1175.7767	9.8258
158	"Plants,Pellets,Straw,Meat"	"Straw,Pellets,Plants,Meat"	Food	NA	NA	NA	NA	NA	342.2398	0.6307
159	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	478.9847	0.6251
160	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	596.5268	8.7892
161	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	405.2649	0.886
162	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Tiger,Bear,Mandrill,Plants,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	633.413	4.5411
163	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	554.3467	2.8564
164	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Tiger,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	669.3895	4.3857
165	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	144.0444	0.7224
166	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Zebra,Straw,Blank,Rhino,Donkey,Fruit,Pellets,Bear,Plants,CarnivorousCat,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	410.2165	0.9374
167	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Coati,Wolf,Fruit,Pellets,Capuchin,Bear,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	653.2897	1.2024
168	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	280.2365	3.9636
169	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Tiger,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	633.4128	4.3851
170	"herbivores,carnivores,Plants,Pellets,Straw,Meat"	"Straw,Rhino,Pellets,Leopard,Tiger,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	258.1824	0.6346
171	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	599.501	8.7885
172	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	161.0442	0.6019
173	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	308.187	1.3596
174	"carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Fruit,Pellets,Tiger,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	570.3441	0.7242
175	"omnivores,herbivores,carnivores,Plants,Pellets,Meat"	"Lion,Sheep,Chimp,Coati,Wolf,Hyena,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	"Spectral_Match_to_cis-4,7,10,13,16,19-Docosahexaenoic_acid_from_NIST14"	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003137612	0.00131226	0.719261	4.01017	327.2333	3.7658
176	"omnivores,herbivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Blank,Coati,Donkey,Fruit,Pellets,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	413.1912	0.9322
177	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Blank,Chimp,Coati,Rhino,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Wash,Lemur,Bear,Plants,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	654.5788	11.1755
178	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	365.2674	5.071
179	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Sheep,Coati,Wolf,QC,Hyena,Fruit,Pellets,Leopard,Tiger,Goat,Bear,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	405.2649	1.0349
180	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Sheep,Chimp,Coati,Wolf,QC,Fruit,Pellets,Capuchin,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	886.6991	11.7775
181	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Hyena,Fruit,Pellets,Leopard,Tiger,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	471.2732	1.5971
182	"carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Lion,Blank,Fruit,Pellets,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	620.3574	1.3695
183	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	571.4975	9.056
184	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	311.2959	5.9424
185	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Sheep,Chimp,Coati,Wolf,QC,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	582.3781	3.6822
186	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	417.3224	4.739
187	"Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Blank,Sheep,Wolf,QC,Fruit,Pellets,Wash,Plants,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	687.0065	0.6133
