cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
2845	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	Spectral_Match_to_Dioctyl_phthalate_from_NIST14	0.000305176	0.831369	0.779934	391.2837	5.993
2846	"Straw,omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Elephant,Mandrill,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	669.5549	9.2855
2847	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	393.2853	1.1313
2848	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	445.367	6.2389
2849	"herbivores,QC"	"Rhino,Goat,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	836.6215	10.6026
2850	"Pellets,herbivores,QC,carnivores"	"Rhino,Sheep,Pellets,Tiger,Elephant,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	759.567	9.1152
2851	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	589.4597	7.0599
2852	"herbivores,QC"	"Rhino,Elephant,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	463.45	7.4846
2853	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	764.5415	6.8439
2854	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	892.7361	13.9469
2855	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	933.7628	13.9403
2856	"Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	935.7783	14.3012
2857	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	899.7779	14.6173
2858	"omnivores,herbivores,QC"	"Rhino,Capuchin,Coati,Chimp,Gorilla,QC"	Feces	NA	NA	NA	NA	949.7585	12.76
2859	"omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC"	"Feces,Food"	NA	NA	NA	NA	927.7729	13.6485
2860	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	899.7065	14.3013
2861	"omnivores,herbivores,QC"	"Rhino,Capuchin,Coati,Gorilla,QC"	Feces	NA	NA	NA	NA	915.702	13.2644
2862	"Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	868.7363	14.2651
2863	"omnivores,herbivores,QC,carnivores"	"Rhino,Sheep,Gibbon,Capuchin,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	897.6914	13.9433
2864	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	911.7775	14.5813
2865	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Leopard,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	875.7071	14.5784
2866	"omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	914.7785	14.1273
2867	"omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Coati,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	890.7204	13.5442
2868	"omnivores,herbivores,QC,Plants"	"Rhino,Capuchin,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	917.7167	13.7263
2869	"Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	907.7692	15.434
2870	"omnivores,herbivores,QC"	"Coati,Gorilla,QC"	Feces	NA	NA	NA	NA	925.7577	13.2429
2871	"Meat,omnivores,herbivores,QC,Plants"	"Rhino,Gibbon,Capuchin,Coati,Lemur,Bear,Chimp,Mandrill,Plants,Gorilla,Meat,QC"	"Feces,Food"	NA	NA	NA	NA	953.7886	13.1621
2872	"Meat,omnivores,herbivores,QC,Plants"	"Capuchin,Coati,Lemur,Bear,Mandrill,Plants,Gorilla,Meat,QC"	"Feces,Food"	NA	NA	NA	NA	917.7179	13.1562
2873	"omnivores,herbivores,QC,carnivores"	"Rhino,Wolf,Coati,Elephant,Chimp,QC,Zebra"	Feces	NA	NA	NA	NA	788.6381	10.8911
2874	"omnivores,herbivores,QC,Plants"	"Rhino,Capuchin,Coati,Lemur,Chimp,Mandrill,Plants,Gorilla,QC"	"Feces,Food"	NA	NA	NA	NA	933.6921	13.7237
2875	"herbivores,QC"	"Gorilla,QC"	Feces	NA	NA	NA	NA	906.7157	12.1351
2876	"Pellets,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	888.7626	14.0605
2877	"Pellets,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	1304.4585	10.8769
2878	"omnivores,herbivores,QC,carnivores"	"Rhino,Sheep,Gibbon,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	895.6761	13.5292
2879	QC	QC	Feces	NA	NA	NA	NA	938.7794	13.3136
2880	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Coati,Bear,Elephant,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	162.0548	0.6661
2881	"Pellets,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	914.0103	11.3772
2882	"Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	884.767	14.756
2883	"Pellets,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	448.3625	4.0052
2884	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Coati,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	646.9865	10.6518
2885	"omnivores,QC,Plants"	"Capuchin,Coati,Lemur,Mandrill,Plants,QC"	"Feces,Food"	NA	NA	NA	NA	877.7261	13.1628
2886	"Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	592.5033	7.3201
2887	QC	QC	Feces	NA	NA	NA	NA	906.4184	2.5731
2888	"Straw,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	885.5495	9.4465
2889	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Elephant,Mandrill,QC,Zebra"	Feces	NA	NA	NA	NA	675.5058	11.1937
2890	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	646.506	6.5232
2891	"Pellets,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	313.2731	6.8332
2892	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	823.6686	12.153
2893	"Straw,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Wolf,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	630.5922	10.6987
2894	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	297.1305	0.6626
2895	"QC,Plants"	"Plants,QC"	"Feces,Food"	NA	NA	NA	NA	643.2877	4.1643
2896	"herbivores,QC"	"Rhino,Sheep,QC"	Feces	NA	NA	NA	NA	707.6643	9.2434
2897	"Pellets,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	552.4977	7.761
2898	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Gibbon,Tiger,Elephant,Chimp,Mandrill,Lion,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	474.3933	4.8833
2899	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	839.6634	9.5256
2900	"omnivores,herbivores,QC"	"Goat,Sheep,Bear,Chimp,Mandrill,QC"	Feces	NA	NA	NA	NA	478.4248	5.7749
2901	"omnivores,herbivores,QC,carnivores"	"Goat,Leopard,Sheep,Gibbon,Wolf,Lemur,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	471.3414	5.6065
2902	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	559.267	3.3417
2903	"omnivores,herbivores,QC,carnivores"	"Hyena,Leopard,Sheep,Capuchin,Wolf,Coati,Tiger,Lion,CarnivorousCat,QC"	Feces	NA	NA	NA	NA	610.4313	4.4924
2904	"Straw,herbivores,QC"	"Rhino,Elephant,Straw,QC"	"Feces,Food"	NA	NA	NA	NA	445.4399	8.184
2905	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	583.4239	3.9541
2906	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	430.3885	4.3623
2907	"omnivores,herbivores,QC,carnivores"	"Rhino,Hyena,Sheep,Gibbon,Wolf,Lemur,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	300.3255	3.9199
2908	"omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Lemur,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	709.5209	8.9502
2909	"Straw,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	419.3512	6.2011
2910	"Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Sheep,Gibbon,Wolf,Lemur,Elephant,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	440.2763	2.2246
2911	"omnivores,herbivores,QC,carnivores"	"Coati,Bear,Chimp,Lion,QC,Zebra"	Feces	NA	NA	NA	NA	236.9266	0.608
2912	"Pellets,omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Coati,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	894.9974	11.1887
2913	"Pellets,omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,Mandrill,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	875.6504	11.0037
2914	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Elephant,Chimp,QC"	Feces	NA	NA	NA	NA	449.471	9.1654
2915	"omnivores,herbivores,QC"	"Rhino,Sheep,Elephant,Chimp,QC"	Feces	NA	NA	NA	NA	449.471	9.1409
2916	"Pellets,omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Coati,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	875.6514	10.8558
2917	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Coati,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	1362.5023	11.4131
2918	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	819.5868	9.4358
2919	"herbivores,QC"	"Rhino,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	894.9972	11.0323
2920	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC"	Feces	NA	NA	NA	NA	680.5213	5.978
2921	"omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Elephant,Mandrill,QC,Zebra"	Feces	NA	NA	NA	NA	597.5207	10.8173
2922	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	912.7038	12.6288
2923	"omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	839.6635	11.9197
2924	"herbivores,QC"	"Rhino,Goat,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	690.0168	11.4657
2925	"herbivores,QC"	"Goat,Sheep,QC,Zebra"	Feces	NA	NA	NA	NA	618.4749	6.6913
2926	"omnivores,herbivores,QC"	"Goat,Sheep,Elephant,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	518.4562	6.6779
2927	"Straw,Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Wolf,Tiger,Elephant,Chimp,Mandrill,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	542.5134	7.602
2928	"Straw,herbivores,QC,carnivores"	"Rhino,Tiger,Elephant,Straw,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	498.4874	8.5444
2929	"omnivores,herbivores,QC"	"Rhino,Elephant,Mandrill,QC,Zebra"	Feces	NA	NA	NA	NA	777.742	14.8106
2930	"Straw,herbivores,QC"	"Rhino,Elephant,Straw,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	463.4503	8.7171
2931	"Pellets,Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	612.4571	4.4705
2932	"Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Lemur,Tiger,Elephant,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	568.5292	8.6841
2933	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Sheep,Gibbon,Wolf,Lemur,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	679.537	6.9828
2934	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	569.4342	10.2864
2935	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	598.5393	8.6704
2936	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	536.1659	9.334
2937	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Lemur,Tiger,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	672.5506	6.6667
2938	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	171.1377	1.1682
2939	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Mandrill,QC,Zebra"	Feces	NA	NA	NA	NA	789.6135	12.5914
2940	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	270.2786	2.7964
2941	"Pellets,omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	397.2556	0.6785
2942	"Pellets,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	313.2731	6.8529
2943	"Pellets,omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Coati,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	895.332	11.1271
2944	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	655.5243	6.6623
2945	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Capuchin,Wolf,Coati,Tiger,Bear,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	445.3659	4.2916
2946	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Coati,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	704.7775	11.6497
2947	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	421.3159	1.1317
2948	"omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	649.5275	7.233
2949	"omnivores,herbivores,QC"	"Goat,Sheep,Elephant,Mandrill,QC"	Feces	NA	NA	NA	NA	521.4751	6.9765
2950	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	623.5211	9.1198
2951	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	819.5663	11.9555
2952	"omnivores,herbivores,QC"	"Donkey,Rhino,Sheep,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	673.5862	6.6259
2953	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	568.4265	6.1009
2954	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Sheep,Gibbon,Wolf,Tiger,Elephant,Chimp,Mandrill,Lion,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	552.5343	9.178
2955	"Straw,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	568.4263	5.9957
2956	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	664.49	7.6546
2957	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	576.4646	5.7953
2958	"herbivores,QC"	"Rhino,Goat,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	607.4568	4.4882
2959	"Straw,herbivores,QC"	"Rhino,Elephant,Straw,QC"	"Feces,Food"	NA	NA	NA	NA	519.4169	8.2838
2960	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Gibbon,Wolf,Coati,Elephant,Chimp,Mandrill,Lion,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	590.5476	10.0253
2961	"omnivores,herbivores,QC,carnivores"	"Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Tiger,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC"	Feces	NA	NA	NA	NA	327.2677	1.2879
2962	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	429.372	7.6259
